Year,Carrier,Total
2017,DL,198
2017,7H,28
2017,13Q,8
2017,27Q,11
2017,13Q,16
2017,13Q,8
2017,KL,31281
2017,DL,37072
2017,DL,1150
2017,DL,13791
2017,DL,6712
2017,DL,2254
2017,EV,3952
2017,DL,10518
2017,DL,2710
2017,DL,1513
2017,DL,11302
2017,DL,696
2017,AF,36933
2017,DL,27062
2017,WN,7965
2017,DL,66772
2017,DL,3671
2017,DL,9334
2017,QR,14225
2017,DL,2994
2017,DL,7806
2017,EV,2009
2017,DL,16220
2017,DL,14923
2017,DL,727
2017,EV,2118
2017,LH,11255
2017,DL,11929
2017,DL,11032
2017,EV,518
2017,DL,6865
2017,DL,1641
2017,EV,3236
2017,DL,12421
2017,DL,1212
2017,DL,16445
2017,DL,17647
2017,DL,6462
2017,KE,14002
2017,TK,6771
2017,TK,6771
2017,DL,15532
2017,DL,8072
2017,BA,11419
2017,VS,15687
2017,DL,21721
2017,DL,13499
2017,DL,19359
2017,DL,5681
2017,DL,7656
2017,VS,13083
2017,WN,54
2017,DL,32846
2017,EV,72
2017,DL,36022
2017,DL,8828
2017,EV,3136
2017,DL,4808
2017,EV,6314
2017,DL,11009
2017,DL,30693
2017,DL,16691
2017,DL,8624
2017,DL,9162
2017,EV,533
2017,DL,8902
2017,WN,7571
2017,DL,31055
2017,DL,10046
2017,DL,1419
2017,DL,8343
2017,DL,7327
2017,DL,11115
2017,DL,11611
2017,DL,10511
2017,WN,13
2017,DL,26987
2017,DL,1138
2017,DL,1192
2017,DL,8664
2017,DL,11995
2017,DL,6066
2017,DL,11081
2017,DL,10415
2017,DL,8721
2017,9E,257
2017,EV,8757
2017,09Q,38
2017,LH,168
2017,DL,23299
2017,9E,3933
2017,EV,8997
2017,KV,12022
2017,AA,95
2017,WN,7011
2017,Y4,1819
2017,BA,11734
2017,5D,3246
2017,UA,91
2017,UA,161
2017,0BQ,8
2017,EV,19
2017,EV,35
2017,YV,58
2017,KV,4334
2017,YV,63
2017,09Q,353
2017,09Q,150
2017,09Q,287
2017,09Q,324
2017,WS,1283
2017,WS,4182
2017,27Q,5
2017,13Q,4
2017,VJT,4
2017,DL,1206
2017,VJT,6
2017,27Q,12
2017,EI,5358
2017,B6,167
2017,B6,143
2017,GL,333
2017,ZX,1027
2017,QK,2196
2017,ZX,535
2017,VJT,1
2017,09Q,51
2017,NLQ,7
2017,09Q,101
2017,09Q,107
2017,KAH,22
2017,KAH,8
2017,14Q,19
2017,AA,314
2017,SY,434
2017,SY,222
2017,SY,378
2017,DL,42
2017,OO,73
2017,VJT,9
2017,DL,1086
2017,AA,734
2017,VJT,4
2017,09Q,57
2017,AC,46
2017,LF,8
2017,AC,44
2017,WS,3095
2017,ZX,7611
2017,14Q,7
2017,DL,16788
2017,B6,16919
2017,DL,6247
2017,B6,2225
2017,0RQ,4
2017,AF,15127
2017,DL,6474
2017,DL,1329
2017,AA,1212
2017,B6,9431
2017,SK,3361
2017,PBQ,3545
2017,DY,325
2017,QR,9499
2017,EI,26267
2017,0CQ,1
2017,EK,27922
2017,AZ,5778
2017,DY,1797
2017,LH,16572
2017,AA,215
2017,0RQ,3
2017,B6,1079
2017,17Q,2
2017,CX,10165
2017,TK,7811
2017,TK,7811
2017,FI,13517
2017,WW,11321
2017,DY,10580
2017,BA,41551
2017,VS,9963
2017,DL,7371
2017,B6,1101
2017,TP,10792
2017,S4,267
2017,IB,4753
2017,0RQ,9
2017,VS,250
2017,DL,975
2017,AA,851
2017,B6,1116
2017,AM,5060
2017,LH,12013
2017,B6,7821
2017,YX,395
2017,VJT,3
2017,JL,10376
2017,DY,490
2017,S4,5081
2017,HU,12210
2017,DL,964
2017,AA,559
2017,B6,3364
2017,B6,943
2017,DY,2000
2017,CM,7683
2017,DL,1067
2017,AA,775
2017,B6,4436
2017,HU,4734
2017,B6,8017
2017,EI,5476
2017,B6,2818
2017,B6,4721
2017,S4,1817
2017,0RQ,1
2017,LY,4419
2017,B6,1206
2017,QK,3634
2017,WS,3731
2017,AC,50
2017,QK,2153
2017,PD,14581
2017,AC,50
2017,5Y,49
2017,QK,9497
2017,EE,48
2017,AC,23637
2017,DL,48
2017,WS,8554
2017,GL,106
2017,13Q,6
2017,KV,5664
2017,LX,10743
2017,XP,385
2017,09Q,413
2017,XP,278
2017,09Q,111
2017,27Q,1
2017,9E,45
2017,EV,50
2017,PD,339
2017,GL,52
2017,DL,48
2017,0WQ,11
2017,0WQ,4
2017,LF,7
2017,0WQ,6
2017,0WQ,5
2017,14Q,2
2017,WN,7120
2017,WN,16897
2017,DL,1143
2017,AS,896
2017,DY,1914
2017,WW,13453
2017,BA,9947
2017,WN,1295
2017,WN,9424
2017,WN,1027
2017,DY,1724
2017,WN,10001
2017,XP,998
2017,GL,471
2017,WN,1023
2017,WN,8143
2017,9E,61
2017,ZX,7156
2017,X9,206
2017,AA,133
2017,0RQ,1
2017,0RQ,1
2017,XP,216
2017,UA,2647
2017,F9,7479
2017,XP,2716
2017,EE,123
2017,DL,40
2017,ZX,6129
2017,13Q,2
2017,CAZ,4
2017,AA,941
2017,AA,10461
2017,AA,1041
2017,AA,1819
2017,AA,33167
2017,AA,871
2017,AA,1853
2017,AA,2091
2017,AA,708
2017,OH,1605
2017,AA,10967
2017,AA,15479
2017,AA,4815
2017,AA,24815
2017,AA,1791
2017,AA,27253
2017,AA,4196
2017,LH,8916
2017,AA,18173
2017,AA,10402
2017,AA,1649
2017,AA,21302
2017,AA,1283
2017,AA,7485
2017,AA,832
2017,AA,11956
2017,AA,1913
2017,YX,4178
2017,DL,81
2017,ZW,2729
2017,ZX,3933
2017,YX,11811
2017,DL,1128
2017,09Q,860
2017,09Q,49
2017,AC,88
2017,ZX,5506
2017,UA,176
2017,OO,46
2017,0J,4
2017,09Q,50
2017,AC,48
2017,EV,41
2017,EV,22
2017,DL,7462
2017,DL,1089
2017,G4,1138
2017,X9,445
2017,F9,1170
2017,Y4,1181
2017,G4,1094
2017,09Q,969
2017,ZX,4456
2017,9E,1887
2017,27Q,8
2017,09Q,293
2017,27Q,5
2017,09Q,163
2017,AC,48
2017,DL,47
2017,B6,613
2017,YX,1399
2017,QK,3955
2017,QK,4566
2017,ZW,559
2017,AX,3881
2017,KV,12717
2017,WN,815
2017,WN,8871
2017,UA,25445
2017,F9,12731
2017,Y4,1168
2017,LH,18954
2017,Y4,2407
2017,FI,7570
2017,BA,15537
2017,UA,3030
2017,AM,3321
2017,UA,814
2017,Y4,2470
2017,Y4,1944
2017,LH,10033
2017,UA,12150
2017,WN,8391
2017,UA,12360
2017,F9,5196
2017,WN,8906
2017,UA,11740
2017,F9,3616
2017,AC,93
2017,OO,6129
2017,YX,1300
2017,AC,46
2017,KV,3555
2017,UA,16182
2017,AC,45
2017,OO,2509
2017,09Q,50
2017,AC,45
2017,UA,7230
2017,OO,6794
2017,AC,9498
2017,OO,2727
2017,G7,4749
2017,KV,61
2017,MQ,4244
2017,EY,12453
2017,AA,10156
2017,AA,5729
2017,AA,9324
2017,AA,13220
2017,AA,46193
2017,NK,3832
2017,Y4,141
2017,MQ,3847
2017,AA,8164
2017,QR,15346
2017,EK,14566
2017,AA,15105
2017,LH,13233
2017,AA,10783
2017,AA,1162
2017,AA,11265
2017,Y4,4749
2017,AA,13747
2017,AA,8552
2017,AA,15511
2017,KE,7358
2017,AA,15770
2017,BA,14509
2017,AA,36194
2017,AA,8975
2017,AA,3964
2017,AA,13886
2017,AA,6896
2017,AA,28327
2017,5D,7125
2017,4O,10216
2017,AA,211
2017,AA,823
2017,MQ,1864
2017,MQ,14540
2017,AA,790
2017,YV,2963
2017,AA,1705
2017,JL,8723
2017,AA,31908
2017,MQ,1554
2017,AA,9730
2017,AA,830
2017,AA,945
2017,AA,10982
2017,AA,28797
2017,AA,1897
2017,TA,3104
2017,AA,11006
2017,AA,24171
2017,AA,9434
2017,YV,5439
2017,QF,20478
2017,MQ,1981
2017,AA,4510
2017,MQ,3947
2017,AA,17380
2017,QK,2858
2017,MQ,7944
2017,AA,13096
2017,YV,75
2017,MQ,4007
2017,KV,11759
2017,MQ,459
2017,AA,848
2017,YV,194
2017,YV,849
2017,MQ,5616
2017,NLQ,2
2017,DL,40391
2017,AF,10589
2017,DL,13195
2017,DL,28425
2017,NK,10390
2017,DL,1136
2017,LH,11703
2017,DL,10975
2017,DL,1104
2017,DL,4205
2017,DL,20678
2017,VS,4622
2017,DL,9075
2017,DL,2341
2017,DL,7365
2017,DL,6253
2017,DL,1100
2017,DL,7932
2017,DL,21015
2017,DL,10212
2017,DL,2480
2017,XP,1312
2017,09Q,1039
2017,DL,14823
2017,DL,8277
2017,GL,555
2017,DL,9165
2017,9E,4257
2017,RJ,1917
2017,9E,3407
2017,EV,5342
2017,G7,3750
2017,DL,5994
2017,ZX,6205
2017,OO,703
2017,9E,5019
2017,EV,2714
2017,G7,4803
2017,2UQ,2
2017,EV,26
2017,14Q,5
2017,AC,621
2017,13Q,7
2017,09Q,1348
2017,13Q,4
2017,ET,2239
2017,AI,1190
2017,DL,6674
2017,UA,8052
2017,UA,5082
2017,SK,12604
2017,EK,3780
2017,UA,20873
2017,UA,9978
2017,UA,4915
2017,UA,6112
2017,AI,14868
2017,UA,12369
2017,UA,1229
2017,UA,11697
2017,UA,1139
2017,DL,6207
2017,UA,11380
2017,B0,3669
2017,UA,43646
2017,Y4,1276
2017,SK,12604
2017,UA,13598
2017,EI,12104
2017,UA,12490
2017,LH,11370
2017,VJT,6
2017,UA,8420
2017,SVW,4
2017,LH,18128
2017,UA,11451
2017,UA,2295
2017,UA,7361
2017,UA,10754
2017,UA,3099
2017,UA,5485
2017,UA,8012
2017,CX,14384
2017,UA,12375
2017,FI,6162
2017,WW,11314
2017,12Q,1
2017,AI,2649
2017,BA,21408
2017,VS,11150
2017,UA,37593
2017,UA,5459
2017,UA,10514
2017,TP,9857
2017,UA,7151
2017,12Q,1
2017,VJT,4
2017,27Q,4
2017,UA,8560
2017,UA,8490
2017,UA,11759
2017,UA,10899
2017,LH,13545
2017,UA,9619
2017,UA,9278
2017,UA,8902
2017,XP,264
2017,1HQ,10
2017,UA,14782
2017,TP,4002
2017,A0,5432
2017,SK,11142
2017,CA,5211
2017,UA,12440
2017,UA,10956
2017,UA,10319
2017,B6,125
2017,UA,1836
2017,UA,12393
2017,UA,21054
2017,UA,12965
2017,UA,4075
2017,GL,165
2017,UA,2428
2017,UA,898
2017,UA,9525
2017,B6,187
2017,UA,5179
2017,UA,16805
2017,UA,852
2017,UA,6729
2017,UA,9107
2017,B6,7813
2017,UA,9213
2017,LY,13012
2017,UA,27791
2017,UA,7568
2017,UA,2227
2017,B6,129
2017,OS,6714
2017,UA,246
2017,EV,4706
2017,QK,509
2017,EV,2686
2017,GL,48
2017,YX,2762
2017,09Q,50
2017,EV,3617
2017,UA,196
2017,PD,26262
2017,AC,54
2017,QK,8199
2017,EV,6528
2017,09Q,46
2017,AC,14087
2017,AC,140
2017,AC,3948
2017,AC,14387
2017,EV,9216
2017,GL,97
2017,13Q,27
2017,KV,8999
2017,UA,7827
2017,LX,10824
2017,CAZ,1
2017,JL,221
2017,13Q,13
2017,AM,5385
2017,Y4,10594
2017,KAH,6
2017,OO,70
2017,DY,4627
2017,B6,7432
2017,NK,715
2017,NK,1899
2017,B6,6662
2017,3M,2768
2017,LF,60
2017,AV,6273
2017,UA,92
2017,B6,7422
2017,NK,8456
2017,3M,36
2017,DY,4196
2017,3M,10
2017,B6,9885
2017,NK,10892
2017,3M,106
2017,B6,4144
2017,DY,3753
2017,B6,5485
2017,NK,4536
2017,EK,10277
2017,04Q,6
2017,3M,3698
2017,AA,175
2017,UP,3253
2017,3M,2672
2017,3M,947
2017,3M,551
2017,NK,5186
2017,EQ,4637
2017,WN,14932
2017,B6,16773
2017,NK,11829
2017,3M,229
2017,B6,5082
2017,BW,4540
2017,B6,14569
2017,DY,7120
2017,B6,7541
2017,NK,944
2017,BW,5540
2017,B6,4778
2017,NK,8691
2017,B6,3449
2017,NK,6841
2017,B6,6829
2017,NK,7884
2017,3M,3175
2017,3M,114
2017,WN,6721
2017,UP,11782
2017,B6,23346
2017,MQ,99
2017,DY,4406
2017,AA,16949
2017,B6,16383
2017,NK,9470
2017,B6,4800
2017,BW,5993
2017,B6,7089
2017,DY,2270
2017,CM,4426
2017,NK,3369
2017,WN,117
2017,B6,5167
2017,NK,740
2017,NK,1849
2017,NK,6213
2017,3M,294
2017,B6,7268
2017,NK,9919
2017,B6,7981
2017,NK,16373
2017,WN,3076
2017,3M,225
2017,B6,5274
2017,NK,2672
2017,NK,1294
2017,04Q,4
2017,3M,1532
2017,AA,61
2017,B6,8194
2017,B6,135
2017,AD,16276
2017,WN,3420
2017,3M,40
2017,AC,1930
2017,TS,963
2017,WS,1027
2017,AC,7973
2017,WS,1914
2017,WG,1248
2017,TS,5295
2017,WS,842
2017,WG,2960
2017,AC,539
2017,TS,4539
2017,WS,7478
2017,09Q,45
2017,WG,4126
2017,RV,60544
2017,WS,883
2017,WS,1061
2017,TS,4406
2017,WS,12585
2017,WG,3329
2017,13Q,14
2017,RV,57566
2017,CRV,9
2017,13Q,5
2017,NLQ,4
2017,LDM,5
2017,LDM,5
2017,ZW,50
2017,QK,72
2017,UA,141
2017,UA,1664
2017,UA,6206
2017,UA,2764
2017,UO,2048
2017,KE,26105
2017,LJ,18265
2017,7C,21016
2017,UA,17850
2017,PR,8170
2017,UA,10085
2017,5J,2538
2017,UA,15600
2017,JL,13684
2017,DL,16450
2017,UA,49046
2017,UA,109
2017,KE,3052
2017,LJ,8036
2017,7C,9636
2017,BX,5110
2017,UA,1060
2017,UA,3078
2017,UA,1698
2017,UA,4910
2017,CI,4599
2017,BR,2513
2017,UA,1426
2017,HA,4897
2017,NZ,6147
2017,FJ,477
2017,HA,4031
2017,HA,5391
2017,FJ,180
2017,DL,8936
2017,JL,13140
2017,HA,26343
2017,NH,14006
2017,KE,18675
2017,HA,9757
2017,OZ,8658
2017,JL,13300
2017,HA,16548
2017,DL,17110
2017,UA,3807
2017,UA,240
2017,JQ,7955
2017,PR,9204
2017,FJ,598
2017,JL,12993
2017,DL,8649
2017,CI,16110
2017,JL,40330
2017,KE,14633
2017,HA,16106
2017,DL,23271
2017,NH,12949
2017,UA,14581
2017,NQ,10885
2017,CA,2685
2017,HA,3213
2017,HA,1683
2017,MU,6446
2017,QF,8948
2017,HA,10036
2017,DL,197
2017,AA,109
2017,JQ,12146
2017,CI,4365
2017,WS,19179
2017,14Q,12
2017,RV,17237
2017,WS,4316
2017,RV,1797
2017,WN,840
2017,WN,7808
2017,WN,15128
2017,SVW,4
2017,FP,4
2017,WN,7716
2017,0RQ,2
2017,WN,6482
2017,WN,12203
2017,WN,7054
2017,WN,8754
2017,WN,7099
2017,VJT,14
2017,0WQ,4
2017,0RQ,2
2017,13Q,8
2017,15Q,3
2017,VJT,6
2017,1UQ,4
2017,VJT,12
2017,13Q,37
2017,27Q,2
2017,27Q,6
2017,15Q,3
2017,04Q,3
2017,1UQ,5
2017,13Q,6
2017,13Q,6
2017,NLQ,7
2017,SA,7187
2017,ET,12827
2017,KL,14878
2017,UA,8382
2017,UA,2350
2017,EY,12215
2017,X9,1172
2017,AV,6199
2017,UA,12938
2017,SN,1689
2017,AF,17206
2017,UA,10324
2017,DL,1079
2017,UA,20225
2017,AT,3895
2017,SK,8405
2017,SA,4848
2017,QR,14464
2017,EI,6132
2017,UA,7154
2017,EK,18695
2017,LH,18387
2017,UA,24102
2017,UA,2008
2017,UA,7908
2017,UA,1322
2017,UA,5793
2017,1HQ,14
2017,UA,150
2017,KE,12823
2017,TK,12877
2017,TK,12877
2017,SV,3805
2017,FI,9833
2017,1HQ,15
2017,1XQ,2
2017,BA,30863
2017,VS,9991
2017,UA,23876
2017,LP,4444
2017,UA,1488
2017,AM,3779
2017,UA,6769
2017,LH,7445
2017,UA,11957
2017,YV,532
2017,15Q,2
2017,NH,11900
2017,UA,12528
2017,CA,6289
2017,UA,10917
2017,UA,1181
2017,CM,16937
2017,UA,10964
2017,DL,154
2017,SV,3341
2017,TA,17704
2017,UA,1252
2017,UA,1925
2017,SVW,4
2017,0QQ,4
2017,SU,1516
2017,UA,900
2017,UA,262
2017,OS,6754
2017,AX,1512
2017,YV,4417
2017,PD,7207
2017,AX,1561
2017,YV,3338
2017,AC,47
2017,DL,94
2017,AX,2500
2017,ZX,6370
2017,YV,9447
2017,UA,8578
2017,CAZ,2
2017,YV,3509
2017,EV,1965
2017,NZ,10942
2017,KL,14077
2017,UA,11135
2017,UA,893
2017,YV,10883
2017,UA,14297
2017,UA,1231
2017,UA,20375
2017,UA,2969
2017,AF,10861
2017,UA,51664
2017,NK,2978
2017,EV,691
2017,UA,253
2017,EV,1852
2017,UA,6986
2017,QR,12517
2017,EK,16145
2017,UA,14087
2017,LH,24744
2017,UA,11520
2017,UA,6662
2017,UA,9388
2017,5Y,4
2017,YV,7165
2017,Y4,3830
2017,UA,10141
2017,UA,10249
2017,UA,18688
2017,UA,1060
2017,YV,1799
2017,KE,4804
2017,TK,11431
2017,TK,11431
2017,5Y,1068
2017,0Q,8
2017,BA,19972
2017,UA,17227
2017,UA,11819
2017,UA,22644
2017,SQ,7168
2017,UA,2215
2017,AM,172
2017,UA,34928
2017,5D,16543
2017,YV,3522
2017,Y4,1642
2017,4O,9589
2017,UA,16429
2017,UA,6102
2017,EV,2293
2017,5D,3641
2017,YV,22819
2017,VB,3356
2017,4O,2003
2017,UA,1248
2017,YV,2291
2017,NH,12899
2017,UA,14171
2017,EV,2446
2017,EV,2246
2017,CA,6628
2017,UA,548
2017,UA,7592
2017,UA,17191
2017,UA,7002
2017,UA,13861
2017,YV,551
2017,GL,134
2017,UA,7093
2017,TA,4201
2017,UA,16557
2017,UA,7578
2017,NK,2811
2017,UA,10510
2017,UA,18105
2017,YV,574
2017,UA,31982
2017,EV,4264
2017,EV,1966
2017,UA,4221
2017,BR,15889
2017,UA,6749
2017,EV,2387
2017,EV,1571
2017,UA,7729
2017,KV,6776
2017,UA,9308
2017,UA,24314
2017,QK,10977
2017,WS,5421
2017,YV,11321
2017,YX,120
2017,KV,14932
2017,UA,686
2017,YV,2618
2017,YV,765
2017,YV,10055
2017,2KQ,7
2017,14Q,10
2017,SVW,3
2017,N8,215
2017,LF,29
2017,27Q,2
2017,GL,332
2017,DL,1119
2017,Y4,1050
2017,GL,320
2017,09Q,866
2017,GL,601
2017,DL,81
2017,ZX,3781
2017,VJT,4
2017,VJT,10
2017,VJT,5
2017,27Q,2
2017,LF,27
2017,AA,131
2017,3M,185
2017,AA,128
2017,ZX,764
2017,DL,6363
2017,RJ,4090
2017,KL,29703
2017,DL,18383
2017,AA,6899
2017,B6,3014
2017,DY,7981
2017,DL,8316
2017,B6,15750
2017,EY,31517
2017,J2,1974
2017,DL,12462
2017,AA,13971
2017,DL,6243
2017,AA,11779
2017,B6,4484
2017,JU,4112
2017,B6,18362
2017,AV,23844
2017,DL,9169
2017,SN,12012
2017,MS,10775
2017,CZ,24126
2017,1BQ,459
2017,AF,65366
2017,DL,14094
2017,AA,10018
2017,DY,7492
2017,AM,4728
2017,DL,17954
2017,AA,21295
2017,B6,18833
2017,4O,7165
2017,AT,11885
2017,DY,7655
2017,AV,2413
2017,B6,4784
2017,B6,3119
2017,AI,15935
2017,DL,2658
2017,QR,22783
2017,EI,32551
2017,DL,12893
2017,AB,16783
2017,EK,54234
2017,DL,928
2017,AA,1181
2017,AR,14000
2017,AA,13508
2017,AZ,30300
2017,DL,8718
2017,DY,3774
2017,MF,5431
2017,LH,26710
2017,SQ,15384
2017,DL,8778
2017,KX,2243
2017,B6,7705
2017,Y4,4193
2017,BW,5701
2017,1BQ,4778
2017,OJ,1104
2017,EE,1273
2017,AA,8408
2017,JJ,4747
2017,DL,1159
2017,B6,5359
2017,DL,12158
2017,AA,10362
2017,JJ,16301
2017,LX,7442
2017,17Q,4
2017,XL,12172
2017,EQ,12823
2017,DL,6362
2017,B6,8501
2017,AY,12713
2017,CX,38164
2017,NH,9013
2017,KE,32696
2017,OZ,17441
2017,TK,30753
2017,TK,30753
2017,SV,5139
2017,SA,14464
2017,DL,289
2017,PS,7487
2017,FI,13801
2017,DL,4558
2017,PK,1390
2017,BW,4369
2017,B6,18852
2017,OJ,3309
2017,KU,9761
2017,BA,622
2017,BA,12025
2017,DY,18671
2017,PK,1069
2017,BA,90897
2017,VS,63373
2017,DL,24054
2017,AA,39675
2017,LA,15137
2017,B6,5827
2017,TP,13892
2017,B6,2318
2017,17Q,5
2017,IB,30725
2017,DL,8515
2017,AA,8607
2017,UX,5548
2017,DL,6594
2017,AA,324
2017,MT,1325
2017,BW,5475
2017,DL,9174
2017,B6,13407
2017,AV,4711
2017,AM,28100
2017,DL,8088
2017,Y4,8917
2017,4O,15749
2017,5D,2973
2017,LH,12209
2017,AZ,11554
2017,DL,14475
2017,AA,6562
2017,EK,22411
2017,DL,6850
2017,B6,14160
2017,JL,20367
2017,NH,9536
2017,AF,13898
2017,A0,5211
2017,DY,8959
2017,AA,7252
2017,B6,9685
2017,CA,25018
2017,DL,7619
2017,AA,541
2017,B6,8125
2017,B6,8144
2017,BW,15543
2017,B6,9227
2017,DY,5225
2017,CM,24782
2017,DL,17614
2017,B6,18497
2017,MU,26555
2017,DL,1022
2017,HY,1896
2017,SV,2843
2017,LR,7823
2017,TA,7597
2017,TA,2091
2017,LA,15189
2017,DL,33239
2017,B6,39480
2017,DL,1257
2017,AA,983
2017,BA,410
2017,EI,4088
2017,DL,25808
2017,B6,33393
2017,SU,34796
2017,DL,10448
2017,AA,2133
2017,B6,9946
2017,BW,801
2017,LY,34696
2017,DL,16256
2017,CI,11905
2017,BR,23044
2017,AB,13449
2017,XL,197
2017,B6,7228
2017,OS,4324
2017,SVW,16
2017,LO,11183
2017,9E,3479
2017,9E,3212
2017,AX,1519
2017,9E,8137
2017,MQ,3141
2017,GL,112
2017,PR,5133
2017,CX,9762
2017,WS,6165
2017,DL,54
2017,AX,2338
2017,9E,5916
2017,MQ,2135
2017,G7,4132
2017,DL,6114
2017,AA,4877
2017,LX,20287
2017,KAH,2
2017,HA,6153
2017,WS,9274
2017,RV,2039
2017,AM,74
2017,DY,2061
2017,15Q,7
2017,DY,1439
2017,DE,4233
2017,Y4,6321
2017,4O,2406
2017,1XQ,3
2017,VJT,3
2017,KE,8997
2017,15Q,1
2017,VS,17293
2017,DY,4331
2017,BA,26230
2017,VS,3602
2017,MT,7701
2017,AM,12811
2017,Y4,6415
2017,4O,6853
2017,AM,2031
2017,4O,2818
2017,27Q,1
2017,DY,1406
2017,HU,3023
2017,CM,7248
2017,15Q,3
2017,WS,13412
2017,WS,1936
2017,WS,2497
2017,AC,441
2017,RV,13951
2017,AC,672
2017,WS,14855
2017,14Q,35
2017,RV,22686
2017,WS,3873
2017,WS,2244
2017,AC,122
2017,WS,21310
2017,RV,7467
2017,2KQ,11
2017,WS,16305
2017,13Q,8
2017,RV,31248
2017,ET,4031
2017,Y4,2587
2017,AA,11818
2017,NZ,32658
2017,KL,20402
2017,SK,10030
2017,DY,1919
2017,EY,10397
2017,TBQ,4
2017,AM,152
2017,OO,5513
2017,Y4,5844
2017,QF,14443
2017,VA,15298
2017,AV,8454
2017,DL,1178
2017,AA,1614
2017,CZ,35427
2017,AF,39471
2017,TN,6301
2017,DY,4758
2017,PR,2542
2017,HU,596
2017,WN,10915
2017,DL,17508
2017,AA,7163
2017,UA,13405
2017,VX,5070
2017,VJT,1
2017,4O,5882
2017,DY,4596
2017,HU,2233
2017,HU,1345
2017,Y4,990
2017,QR,10453
2017,EI,5677
2017,AB,8786
2017,EK,24257
2017,LH,25865
2017,AM,18654
2017,AS,9018
2017,Y4,19910
2017,4O,10036
2017,KE,23
2017,AA,9015
2017,LR,7741
2017,DL,10623
2017,17Q,3
2017,TBQ,2
2017,AS,8649
2017,3U,1551
2017,CX,50298
2017,AA,13475
2017,DL,16734
2017,NH,13052
2017,AA,16541
2017,KE,35482
2017,SQ,9342
2017,OZ,42474
2017,TK,17224
2017,TK,17224
2017,SV,2568
2017,KL,258
2017,LH,253
2017,WW,12453
2017,JL,10035
2017,CX,192
2017,5D,383
2017,TBQ,2
2017,1XQ,3
2017,DY,13588
2017,BA,43921
2017,VS,23416
2017,AA,23730
2017,NZ,16644
2017,UA,8970
2017,LA,12322
2017,LP,12211
2017,VJT,5
2017,WN,6270
2017,DL,3442
2017,AS,5317
2017,VJT,2
2017,AS,7136
2017,IB,823
2017,AA,744
2017,QF,21537
2017,UA,12748
2017,AM,47720
2017,AA,14020
2017,UA,6675
2017,Y4,9010
2017,4O,11525
2017,Y4,4780
2017,PR,27007
2017,CP,2672
2017,LH,14879
2017,AM,132
2017,AS,7372
2017,CP,902
2017,FJ,13232
2017,MU,2147
2017,JL,13080
2017,SQ,12641
2017,NH,13415
2017,AA,15961
2017,UA,13705
2017,5Y,85
2017,DY,2555
2017,CA,38728
2017,0WQ,11
2017,AF,5938
2017,TN,18729
2017,0WQ,4
2017,LF,7
2017,CM,26235
2017,DL,12839
2017,AA,10701
2017,MU,25778
2017,UA,11825
2017,WN,3993
2017,DL,9182
2017,AA,5934
2017,AS,13574
2017,UA,825
2017,NZ,1732
2017,LR,10638
2017,TA,20533
2017,DL,6199
2017,LA,6473
2017,WN,10469
2017,DL,11187
2017,AA,13246
2017,AS,15109
2017,UA,2710
2017,DL,11206
2017,AS,4949
2017,SU,13419
2017,QF,22425
2017,DL,13583
2017,AA,13860
2017,UA,10220
2017,VA,14625
2017,0WQ,1
2017,LY,7794
2017,3U,1443
2017,CI,32117
2017,BR,44961
2017,Y4,1239
2017,AC,50
2017,DL,104
2017,WS,6814
2017,AC,14697
2017,AC,34848
2017,DL,54
2017,WS,21503
2017,OO,4379
2017,CP,16053
2017,0WQ,2
2017,14Q,15
2017,VJT,11
2017,AC,92
2017,AC,14951
2017,DL,50
2017,WS,11789
2017,AC,44817
2017,AA,8018
2017,WS,7186
2017,Y4,4201
2017,DL,891
2017,AS,8065
2017,AS,4154
2017,LX,15548
2017,27Q,10
2017,QK,3327
2017,AC,8423
2017,AX,2107
2017,9E,6699
2017,EV,5959
2017,MQ,6055
2017,KV,14096
2017,AC,61285
2017,WS,33182
2017,AX,1007
2017,MQ,7201
2017,KV,1558
2017,14Q,4
2017,WS,8714
2017,KAH,945
2017,KAH,1
2017,XP,518
2017,09Q,133
2017,2AQ,2
2017,2AQ,2
2017,AM,2122
2017,DL,1027
2017,AA,1119
2017,ZX,2748
2017,G7,63
2017,AM,113
2017,WN,7058
2017,AV,6937
2017,B6,7315
2017,AF,441
2017,DL,9271
2017,B6,7697
2017,DY,503
2017,EI,7018
2017,EK,11545
2017,3M,198
2017,LH,19653
2017,Y4,2050
2017,VS,2159
2017,DL,13302
2017,JJ,16870
2017,B6,8333
2017,RV,136
2017,FI,6727
2017,BA,16659
2017,VS,28119
2017,MT,1660
2017,DY,2925
2017,2KQ,14
2017,LP,7445
2017,VS,22256
2017,MT,3145
2017,WN,6997
2017,B6,7520
2017,AM,13428
2017,B6,8387
2017,Y4,2764
2017,3M,1337
2017,27Q,12
2017,UP,5328
2017,UA,91
2017,B6,3411
2017,DY,2660
2017,B6,139
2017,BW,2553
2017,CM,29953
2017,AD,2962
2017,LA,507
2017,UA,164
2017,B6,4981
2017,B6,7602
2017,AD,13323
2017,WS,944
2017,WS,1015
2017,AC,3138
2017,TS,2511
2017,WS,4017
2017,WG,1225
2017,WS,934
2017,AC,7307
2017,TS,1131
2017,WS,4365
2017,TS,2608
2017,TS,1551
2017,WS,1115
2017,WG,1355
2017,WS,1180
2017,TS,3633
2017,WS,1668
2017,RV,22669
2017,WS,2660
2017,VJT,11
