Year,Carrier,Total
2016,TK,13014
2016,TK,13014
2016,FI,31307
2016,WW,12657
2016,VJT,3
2016,DY,9723
2016,BA,55865
2016,VS,24051
2016,DL,8644
2016,AA,244
2016,TP,14341
2016,S4,3768
2016,VJT,1
2016,VJT,6
2016,VJT,3
2016,IB,13984
2016,MT,4880
2016,B6,137
2016,AM,6874
2016,LH,15436
2016,JL,9536
2016,TP,211
2016,DY,4712
2016,B6,3442
2016,S4,10921
2016,HU,13321
2016,CM,8141
2016,AA,1061
2016,B6,3631
2016,HU,4811
2016,DL,155
2016,B6,8568
2016,EI,11148
2016,X9,11067
2016,DL,150
2016,B6,8651
2016,S4,3556
2016,LY,4344
2016,UA,256
2016,15Q,1
2016,QK,5072
2016,WS,3808
2016,QK,3877
2016,PD,21991
2016,QK,13427
2016,NLQ,8
2016,AC,237
2016,UA,143
2016,AC,25710
2016,WS,11062
2016,13Q,1
2016,KV,10805
2016,LX,24544
2016,XP,1346
2016,09Q,1148
2016,23Q,807
2016,09Q,577
2016,09Q,768
2016,9E,62
2016,B6,138
2016,5Y,4
2016,0WQ,1
2016,0WQ,4
2016,AA,257
2016,WN,9398
2016,UA,146
2016,DL,139
2016,WN,18642
2016,DL,1407
2016,AS,1557
2016,UA,157
2016,DE,6732
2016,WW,14630
2016,BA,10299
2016,VS,265
2016,WN,1250
2016,WN,18590
2016,UA,116
2016,WN,7868
2016,B6,118
2016,UA,335
2016,WN,19613
2016,XP,442
2016,09Q,1306
2016,23Q,869
2016,DL,145
2016,UA,157
2016,WN,1299
2016,WN,7258
2016,B6,132
2016,NLQ,6
2016,UA,67
2016,ZW,94
2016,ZX,10183
2016,AA,135
2016,LF,28
2016,DL,148
2016,DL,289
2016,DL,285
2016,WN,142
2016,UA,1606
2016,F9,4298
2016,XP,1112
2016,23Q,1207
2016,EV,33
2016,UA,64
2016,ZX,8374
2016,AA,1036
2016,UA,73
2016,AA,13426
2016,AA,13136
2016,AA,1040
2016,AA,1372
2016,AA,2122
2016,WL,97
2016,AA,11621
2016,AM,1124
2016,AA,40315
2016,AA,1113
2016,AA,1158
2016,AA,13200
2016,DL,243
2016,AA,14178
2016,OH,2124
2016,AA,13717
2016,AA,12553
2016,VS,127
2016,AA,28474
2016,AA,1311
2016,AA,13540
2016,AA,33358
2016,B6,141
2016,AA,7356
2016,LH,12652
2016,AA,22491
2016,AA,13352
2016,AA,1340
2016,AA,29627
2016,09Q,1215
2016,AA,1139
2016,AA,7183
2016,AA,1095
2016,AA,14201
2016,AA,6139
2016,ZW,2778
2016,ZW,2794
2016,ZX,4745
2016,YX,11241
2016,13Q,4
2016,DL,1255
2016,09Q,1259
2016,13Q,18
2016,ZX,7908
2016,WN,128
2016,LH,354
2016,VJT,4
2016,2KQ,14
2016,OO,67
2016,UA,129
2016,EV,63
2016,DL,270
2016,DL,10584
2016,DL,1231
2016,Y4,3352
2016,G4,1265
2016,XP,705
2016,09Q,1379
2016,23Q,551
2016,EE,49
2016,ZX,6338
2016,9E,1508
2016,13Q,14
2016,KV,141
2016,UA,137
2016,2KQ,15
2016,09Q,149
2016,09Q,144
2016,5Y,5
2016,AX,49
2016,AA,5697
2016,YX,614
2016,QK,3170
2016,QK,5146
2016,AC,60
2016,ZW,4438
2016,KV,15770
2016,WN,9372
2016,UA,11843
2016,F9,10816
2016,Y4,1418
2016,LH,20234
2016,Y4,3754
2016,FI,9934
2016,VJT,1
2016,BA,19304
2016,UA,1631
2016,UA,1204
2016,Y4,6320
2016,LH,10548
2016,UA,12625
2016,WN,7832
2016,UA,1449
2016,WN,8269
2016,UA,1558
2016,OO,886
2016,S5,3101
2016,KV,3311
2016,UA,17687
2016,OO,3339
2016,OO,5561
2016,UA,121
2016,OO,7650
2016,S5,7149
2016,AC,15089
2016,OO,6991
2016,G7,183
2016,KV,3994
2016,PPQ,1
2016,MQ,5539
2016,KL,268
2016,EY,6061
2016,AA,12607
2016,YV,1770
2016,AA,7113
2016,AA,9825
2016,AA,12830
2016,AM,5867
2016,AA,53720
2016,NK,13231
2016,SY,20053
2016,MQ,4664
2016,AA,10266
2016,SY,4361
2016,QR,19422
2016,EK,19873
2016,AA,11231
2016,LH,12110
2016,AA,13498
2016,AA,3817
2016,KX,1162
2016,AA,133
2016,YV,13074
2016,Y4,4909
2016,AA,15127
2016,AA,9814
2016,AA,16310
2016,KE,9027
2016,AA,13501
2016,BA,16337
2016,AA,45751
2016,AA,9357
2016,AA,2747
2016,AA,13438
2016,AA,11261
2016,AA,42367
2016,5D,10734
2016,4O,8455
2016,AA,4169
2016,AA,3819
2016,MQ,2541
2016,OO,50
2016,YV,17073
2016,Y4,979
2016,YV,581
2016,MQ,1980
2016,AA,11009
2016,JL,7890
2016,AA,25722
2016,MQ,2219
2016,AA,11784
2016,AA,4353
2016,AA,4852
2016,AA,1207
2016,SY,5170
2016,09Q,838
2016,AA,11409
2016,AA,17950
2016,SY,2249
2016,AA,1274
2016,TA,3757
2016,AA,6020
2016,AA,115
2016,AA,10398
2016,AA,108
2016,AA,28238
2016,NK,4851
2016,AA,10964
2016,YV,4017
2016,QF,18589
2016,MQ,2407
2016,AA,4868
2016,AA,115
2016,MQ,4046
2016,KV,71
2016,AA,27107
2016,AA,14843
2016,WS,6302
2016,AA,21726
2016,KV,12617
2016,MQ,2340
2016,YV,7722
2016,DL,281
2016,9E,55
2016,DL,132
2016,9E,74
2016,DL,135
2016,RJ,3125
2016,DL,51268
2016,DL,277
2016,AF,13714
2016,DL,15674
2016,DL,6397
2016,NK,1554
2016,DL,14231
2016,LH,15132
2016,DL,12333
2016,DL,5468
2016,DL,21498
2016,DL,12565
2016,DL,1537
2016,DL,9877
2016,DL,763
2016,CP,3462
2016,DL,11820
2016,DL,8223
2016,DL,21336
2016,DL,13538
2016,13Q,4
2016,DL,1425
2016,DL,21670
2016,9E,5038
2016,9E,5611
2016,EV,5738
2016,G7,2403
2016,DL,1551
2016,DL,198
2016,ZX,9135
2016,9E,3519
2016,EV,7490
2016,G7,6979
2016,13Q,2
2016,UA,148
2016,09Q,150
2016,09Q,1690
2016,09Q,131
2016,DL,12085
2016,UA,12128
2016,UA,4557
2016,SK,14565
2016,UA,9254
2016,UA,11640
2016,UA,21217
2016,UA,13165
2016,UA,9334
2016,UA,9371
2016,UA,7398
2016,UA,6134
2016,AI,18013
2016,UA,14954
2016,UA,1795
2016,VJT,1
2016,UA,14377
2016,DL,12068
2016,UA,26067
2016,B0,3857
2016,UA,41429
2016,Y4,1321
2016,SK,24444
2016,UA,14592
2016,UA,18903
2016,LH,13972
2016,UA,14897
2016,AA,284
2016,UA,14369
2016,LH,19587
2016,UA,14596
2016,UA,203
2016,UA,8793
2016,UA,13386
2016,UA,3495
2016,UA,8971
2016,UA,11109
2016,CX,17827
2016,UA,14324
2016,FI,10747
2016,VJT,5
2016,BA,23624
2016,VS,13869
2016,UA,46484
2016,UA,9048
2016,SVW,7
2016,UA,5774
2016,TP,13538
2016,UA,11723
2016,VJT,22
2016,B0,2984
2016,UA,11750
2016,UA,7760
2016,UA,19912
2016,UA,13780
2016,LH,17042
2016,UA,11745
2016,UA,15236
2016,UA,9911
2016,VJT,11
2016,UA,4301
2016,VJT,2
2016,UA,15188
2016,TP,3687
2016,A0,6998
2016,SK,14170
2016,UA,8955
2016,CA,11120
2016,UA,15532
2016,UA,9289
2016,UA,7353
2016,UA,9475
2016,UA,19822
2016,UA,30568
2016,09Q,2637
2016,UA,15872
2016,UA,1603
2016,UA,2964
2016,UA,1530
2016,UA,9259
2016,UA,1604
2016,UA,16877
2016,UA,9092
2016,UA,9591
2016,B6,8455
2016,UA,4154
2016,LY,12765
2016,UA,30147
2016,UA,12597
2016,UA,1432
2016,UA,11882
2016,OS,12348
2016,EV,9792
2016,EV,5495
2016,S5,1156
2016,YX,57
2016,EV,5279
2016,PD,43712
2016,QK,8206
2016,EV,7375
2016,YX,47
2016,KV,802
2016,AC,13674
2016,UA,9340
2016,SY,121
2016,AC,5475
2016,AC,15624
2016,EV,9326
2016,YX,272
2016,KV,13723
2016,UA,12025
2016,LX,12642
2016,DE,832
2016,26Q,10
2016,0WQ,1
2016,9E,71
2016,OO,61
2016,AC,140
2016,13Q,7
2016,AM,9040
2016,Y4,11768
2016,KAH,6
2016,13Q,8
2016,DY,2879
2016,NK,1583
2016,NK,4081
2016,B6,143
2016,B6,7930
2016,3M,3039
2016,LF,14
2016,AV,8241
2016,B6,8472
2016,NK,9826
2016,WL,2921
2016,09Q,566
2016,1BQ,2797
2016,27Q,4
2016,B6,9769
2016,NK,12438
2016,DY,5071
2016,B6,8097
2016,NK,5274
2016,3M,3027
2016,UP,4125
2016,3M,2011
2016,AA,82
2016,Y4,2735
2016,3M,1074
2016,3M,331
2016,NK,5655
2016,EQ,3441
2016,B6,922
2016,BW,7707
2016,B6,17075
2016,NK,2463
2016,DY,2614
2016,B6,7565
2016,NK,7076
2016,B6,142
2016,BW,7817
2016,B6,8585
2016,NK,10563
2016,B6,7398
2016,NK,7010
2016,B6,7981
2016,Y4,4581
2016,NK,7155
2016,3M,3578
2016,UP,21514
2016,B6,18576
2016,MQ,96
2016,9K,801
2016,DY,5070
2016,AA,17277
2016,B6,22208
2016,NK,10175
2016,B6,5293
2016,BW,6245
2016,B6,7691
2016,CM,4190
2016,NK,3210
2016,WN,174
2016,B6,7891
2016,NK,7951
2016,NK,2880
2016,NK,8892
2016,B6,12450
2016,NK,12835
2016,B6,11171
2016,NK,17199
2016,NK,3462
2016,B6,141
2016,NK,1681
2016,3M,1477
2016,B6,8596
2016,AD,14819
2016,AC,818
2016,TS,189
2016,TS,1955
2016,WS,3216
2016,RV,22951
2016,TS,1882
2016,WS,8830
2016,WG,890
2016,13Q,16
2016,RV,21247
2016,2RQ,1
2016,2RQ,1
2016,27Q,3
2016,27Q,4
2016,27Q,12
2016,0WQ,10
2016,27Q,1
2016,DL,156
2016,N8,131
2016,OO,47
2016,LF,3
2016,OO,68
2016,EV,49
2016,OO,76
2016,EV,53
2016,MQ,82
2016,EV,41
2016,MQ,50
2016,AA,125
2016,AA,187
2016,LH,221
2016,DL,108
2016,14Q,3
2016,AC,135
2016,AC,308
2016,AC,173
2016,UA,158
2016,UA,849
2016,UA,4613
2016,UA,4051
2016,KE,29584
2016,LJ,10884
2016,7C,21216
2016,KE,2582
2016,DL,7460
2016,UA,13223
2016,GL,128
2016,PR,9438
2016,UA,11807
2016,GL,127
2016,5J,4247
2016,UA,13046
2016,JL,13396
2016,DL,18316
2016,UA,41509
2016,UA,96
2016,KE,3846
2016,LJ,6431
2016,7C,6076
2016,BX,5025
2016,UA,1743
2016,UA,3823
2016,UA,1110
2016,UA,4659
2016,CI,5189
2016,BR,3392
2016,UA,1912
2016,OO,49
2016,0BQ,4
2016,LDM,8
2016,HA,5452
2016,NZ,10215
2016,FJ,467
2016,HA,6612
2016,JQ,5915
2016,PR,120
2016,HA,4064
2016,FJ,299
2016,DL,8659
2016,JL,13327
2016,HA,16521
2016,DL,174
2016,NH,12962
2016,KE,17845
2016,HA,11808
2016,OZ,10480
2016,JL,12729
2016,HA,16678
2016,DL,16306
2016,NH,203
2016,UA,3551
2016,GL,128
2016,JQ,8106
2016,PR,8579
2016,FJ,1015
2016,JL,16272
2016,DL,8118
2016,CI,17405
2016,JL,38644
2016,KE,12334
2016,HA,4168
2016,DL,24133
2016,NH,11518
2016,UA,14849
2016,NQ,11636
2016,CA,4196
2016,HA,4873
2016,HA,2318
2016,MU,12459
2016,QF,9035
2016,HA,14040
2016,JQ,13887
2016,CI,4334
2016,WS,9501
2016,RV,11019
2016,WN,1308
2016,WN,8458
2016,WN,17088
2016,WN,8443
2016,WN,8578
2016,WN,16123
2016,WN,7844
2016,WN,8551
2016,WN,8013
2016,IGA,4
2016,VJT,2
2016,04Q,20
2016,04Q,10
2016,04Q,12
2016,04Q,6
2016,04Q,2
2016,13Q,3
2016,DL,147
2016,04Q,2
2016,13Q,5
2016,SA,8765
2016,ET,18904
2016,KL,16513
2016,UA,9569
2016,AA,85
2016,DL,151
2016,UA,2224
2016,EY,13929
2016,X9,122
2016,UA,12006
2016,B6,158
2016,AV,6472
2016,UA,111
2016,UA,13635
2016,SN,9687
2016,AF,42035
2016,UA,14308
2016,AM,73
2016,DL,1317
2016,UA,27827
2016,SK,14486
2016,B6,135
2016,SA,5138
2016,QR,14733
2016,EI,9818
2016,UA,9588
2016,EK,28067
2016,2KQ,17
2016,UA,13683
2016,LH,37842
2016,UA,27138
2016,UA,1555
2016,UA,7025
2016,UA,1427
2016,UA,9662
2016,KE,13922
2016,TK,16881
2016,TK,16881
2016,SV,6721
2016,FI,18488
2016,BA,35752
2016,VS,13339
2016,UA,33908
2016,LP,7152
2016,UA,8418
2016,UA,11648
2016,UA,7262
2016,UA,1729
2016,AM,6782
2016,UA,14589
2016,UA,146
2016,LH,13243
2016,UA,13990
2016,UA,303
2016,27Q,3
2016,VJT,6
2016,NH,12296
2016,UA,14644
2016,0BQ,4
2016,X9,707
2016,CA,9723
2016,UA,14130
2016,UA,161
2016,UA,112
2016,CM,17971
2016,UA,10608
2016,B6,136
2016,SV,7612
2016,TA,19958
2016,UA,152
2016,UA,178
2016,B6,172
2016,UA,1206
2016,UA,397
2016,X9,112
2016,UA,327
2016,SU,7260
2016,UA,1169
2016,OS,11801
2016,YV,6627
2016,0WQ,3
2016,PD,12978
2016,AX,5751
2016,YV,3385
2016,UA,1382
2016,LH,331
2016,UA,65
2016,AX,90
2016,ZX,8104
2016,YV,14147
2016,13Q,29
2016,UA,13139
2016,UA,98
2016,OO,1094
2016,EV,2775
2016,NZ,11505
2016,KL,14142
2016,UA,13217
2016,UA,6763
2016,YV,16575
2016,AA,124
2016,UA,16827
2016,UA,1451
2016,UA,18394
2016,UA,4888
2016,AF,16355
2016,AM,120
2016,AA,83
2016,UA,62710
2016,NK,7896
2016,EV,853
2016,EV,2431
2016,UA,10870
2016,SQ,9838
2016,QR,14733
2016,EK,20147
2016,UA,11466
2016,LH,28208
2016,UA,13164
2016,UA,17677
2016,UA,6795
2016,OO,11870
2016,Y4,4779
2016,UA,13962
2016,UA,11808
2016,AA,294
2016,UA,28671
2016,0WQ,3
2016,AA,308
2016,UA,881
2016,KE,10448
2016,TK,16005
2016,TK,16005
2016,5Y,1459
2016,BA,23394
2016,AA,255
2016,UA,31594
2016,UA,12382
2016,UA,22431
2016,AA,159
2016,UA,12877
2016,AM,229
2016,UA,38823
2016,5D,22523
2016,OO,6444
2016,4O,10936
2016,UA,24448
2016,NK,2146
2016,UA,6124
2016,EV,2728
2016,5D,2318
2016,YV,26284
2016,VB,3816
2016,4O,4376
2016,UA,10906
2016,UA,9621
2016,OO,2550
2016,NH,12019
2016,UA,14380
2016,EV,1228
2016,EV,2412
2016,CA,14288
2016,UA,2726
2016,UA,9163
2016,UA,18433
2016,UA,13762
2016,09Q,1154
2016,UA,15719
2016,UA,7709
2016,TA,6341
2016,UA,27452
2016,NK,2839
2016,UA,18599
2016,NK,3697
2016,UA,11088
2016,UA,26026
2016,NK,5300
2016,UA,36207
2016,NK,3289
2016,EV,5089
2016,YV,70
2016,EV,2610
2016,UA,6774
2016,BR,14304
2016,EV,2
2016,UA,9929
2016,EV,4113
2016,EV,2132
2016,UA,8422
2016,KV,4138
2016,UA,16111
2016,UA,24925
2016,QK,11228
2016,WS,5097
2016,AC,55
2016,QK,16161
2016,OO,751
2016,YV,11415
2016,YX,244
2016,YV,677
2016,YV,11877
2016,AA,134
2016,DL,1329
2016,Y4,1174
2016,UA,170
2016,IB,247
2016,UA,138
2016,09Q,1253
2016,EV,43
2016,ZX,4905
2016,GL,322
2016,0CQ,2
2016,DL,176
2016,3M,446
2016,3M,328
2016,KV,1217
2016,DL,6818
2016,DL,10090
2016,RJ,9893
2016,KL,33921
2016,DL,27689
2016,AA,7853
2016,B6,3429
2016,DL,6836
2016,DY,9757
2016,DL,33012
2016,DL,8707
2016,B6,16911
2016,EY,46407
2016,J2,4441
2016,B6,140
2016,DL,22418
2016,AA,13341
2016,DL,6517
2016,AA,12170
2016,B6,7843
2016,JU,9061
2016,B6,21201
2016,DY,2708
2016,AA,5910
2016,AV,24853
2016,DL,1720
2016,DL,11074
2016,SN,14608
2016,MS,17497
2016,CZ,24782
2016,1BQ,2648
2016,AF,72957
2016,DL,16325
2016,AA,20376
2016,SE,18666
2016,DY,1380
2016,AM,16524
2016,AA,17264
2016,B6,26402
2016,09Q,1610
2016,1BQ,1559
2016,EE,74
2016,AT,21713
2016,DL,12398
2016,DY,10280
2016,AV,2725
2016,B6,7795
2016,B6,2364
2016,AI,18824
2016,DL,3433
2016,QR,37610
2016,EI,39761
2016,DL,15915
2016,AA,8670
2016,AA,152
2016,AB,28295
2016,EK,82943
2016,DL,10064
2016,AA,7497
2016,AR,14183
2016,AA,13533
2016,AZ,40622
2016,DL,15478
2016,AA,13326
2016,LH,47749
2016,SQ,20484
2016,DL,12582
2016,KX,3159
2016,B6,7794
2016,AM,221
2016,Y4,4599
2016,BW,6993
2016,1BQ,5990
2016,OJ,1802
2016,EE,3057
2016,AA,9837
2016,JJ,12085
2016,BW,148
2016,DL,1435
2016,B6,4830
2016,EE,112
2016,DL,12120
2016,AA,15856
2016,JJ,20108
2016,DL,1618
2016,LX,12392
2016,XL,16919
2016,EQ,15190
2016,B6,1895
2016,AY,15851
2016,CX,48065
2016,VJT,6
2016,KE,41160
2016,OZ,29370
2016,TK,49052
2016,TK,49052
2016,SV,9032
2016,SA,15610
2016,PS,14954
2016,FI,23958
2016,VS,258
2016,DL,12641
2016,PK,2138
2016,BW,11919
2016,B6,25116
2016,OJ,6813
2016,KU,5826
2016,BA,898
2016,BA,10605
2016,DY,19572
2016,PK,2253
2016,BA,113206
2016,KU,2614
2016,VS,67750
2016,DL,25706
2016,AA,44210
2016,LA,16637
2016,DL,3091
2016,B6,8016
2016,TP,13544
2016,W3,3645
2016,B6,2319
2016,2KQ,14
2016,IB,34852
2016,DL,16414
2016,AA,10443
2016,UX,15958
2016,DL,9394
2016,AA,6457
2016,MT,16277
2016,BW,7593
2016,DL,8792
2016,B6,17228
2016,AV,6590
2016,AM,36842
2016,DL,9774
2016,4O,16686
2016,5D,5367
2016,LH,17021
2016,AZ,12930
2016,DL,16076
2016,AA,11269
2016,EK,27138
2016,IG,13446
2016,DL,7870
2016,B6,18316
2016,DL,11949
2016,JL,20281
2016,DL,16026
2016,NH,21984
2016,VJT,2
2016,AF,14798
2016,A0,5754
2016,DY,9925
2016,AA,8838
2016,B6,16567
2016,CA,35061
2016,DL,1261
2016,AA,578
2016,B6,9361
2016,IG,6139
2016,B6,11885
2016,BW,18321
2016,B6,12411
2016,DL,15735
2016,DL,5204
2016,CM,26892
2016,DL,15880
2016,AA,8298
2016,UA,151
2016,B6,24630
2016,1BQ,7630
2016,EE,731
2016,MU,32971
2016,HY,4330
2016,SV,6396
2016,LR,8228
2016,TA,8897
2016,TA,2389
2016,LA,19112
2016,DL,44630
2016,B6,57794
2016,AA,1388
2016,BA,920
2016,EI,8518
2016,DL,11997
2016,DL,32484
2016,B6,59968
2016,SU,43950
2016,DL,8174
2016,DL,9839
2016,B6,9650
2016,BW,956
2016,LY,43647
2016,DL,26003
2016,CI,13318
2016,BR,22420
2016,AB,15853
2016,B6,9158
2016,DL,12171
2016,OS,11300
2016,LO,21967
2016,9E,6966
2016,9E,7079
2016,S5,41
2016,DL,136
2016,AX,5296
2016,9E,10002
2016,PR,8868
2016,CX,12380
2016,DL,8669
2016,WS,9206
2016,CX,266
2016,DL,7223
2016,JJ,5203
2016,AX,4708
2016,9E,10991
2016,YX,140
2016,G7,238
2016,DL,8789
2016,AA,8177
2016,LX,26138
2016,VJT,1
2016,CRV,13
2016,14Q,6
2016,1YQ,31
2016,1YQ,9
2016,KAH,10
2016,KAH,58
2016,KAH,2
2016,KAH,35
2016,KAH,5
2016,KAH,4
2016,DY,2228
2016,Y4,151
2016,AF,309
2016,DY,2766
2016,DE,9088
2016,Y4,11278
2016,4O,6733
2016,MT,1848
2016,KE,7725
2016,VS,19840
2016,BA,28104
2016,VJT,10
2016,VS,4629
2016,MT,7059
2016,AM,24666
2016,Y4,12005
2016,AM,2517
2016,4O,3556
2016,CM,8526
2016,MT,614
2016,WS,11096
2016,DE,180
2016,13Q,16
2016,RV,17372
2016,AC,306
2016,WS,18683
2016,RV,17634
2016,WS,2150
2016,WS,22908
2016,13Q,3
2016,RV,9133
2016,AC,1231
2016,WS,20128
2016,13Q,12
2016,RV,21712
2016,8R,8039
2016,ET,5613
2016,VJT,6
2016,Y4,5319
2016,AA,11979
2016,NZ,35133
2016,KL,32066
2016,SK,15435
2016,DY,7242
2016,EY,12782
2016,OO,11826
2016,Y4,4780
2016,QF,18265
2016,VA,18845
2016,AV,7714
2016,DL,1479
2016,AA,2642
2016,CZ,38183
2016,AF,51820
2016,TN,16226
2016,SE,7034
2016,DY,544
2016,PR,5331
2016,AM,2265
2016,DL,18679
2016,UA,25048
2016,N8,117
2016,VX,8516
2016,1BQ,3824
2016,4O,7934
2016,EE,1491
2016,DY,7249
2016,HU,2779
2016,Y4,1994
2016,QR,14490
2016,EI,8209
2016,24Q,7
2016,AB,15389
2016,EK,52629
2016,15Q,6
2016,AZ,15780
2016,LH,49870
2016,VJT,4
2016,AM,27605
2016,DL,10200
2016,AA,7417
2016,AS,9965
2016,Y4,31030
2016,4O,15786
2016,KE,4923
2016,AA,11343
2016,LR,8173
2016,DL,11108
2016,AA,600
2016,CX,60725
2016,5D,2318
2016,DL,10624
2016,NH,13657
2016,AA,11200
2016,KE,45774
2016,OZ,45123
2016,TK,21796
2016,TK,21796
2016,SV,8461
2016,CRV,6
2016,WW,11146
2016,JL,8455
2016,VJT,4
2016,VS,89
2016,DY,13560
2016,BA,52943
2016,VS,31272
2016,AA,31640
2016,NZ,18132
2016,UA,14854
2016,LA,13862
2016,LP,13015
2016,WN,7548
2016,DL,3849
2016,AS,5980
2016,0CQ,6
2016,VJT,13
2016,AS,3313
2016,IB,17118
2016,MT,5341
2016,AA,2431
2016,QF,27506
2016,UA,14704
2016,AM,57876
2016,AA,18679
2016,UA,8897
2016,Y4,10724
2016,DL,1434
2016,Y4,8283
2016,PR,27834
2016,AM,86
2016,CP,3904
2016,LH,17197
2016,5D,30
2016,AS,3393
2016,CP,1610
2016,FJ,15391
2016,27Q,3
2016,MU,4567
2016,JL,13051
2016,SQ,19686
2016,DL,16618
2016,NH,13967
2016,AA,13183
2016,UA,14777
2016,DY,5035
2016,CA,48773
2016,AF,7167
2016,TN,31382
2016,CM,27017
2016,DL,17267
2016,AA,13023
2016,MU,33541
2016,UA,14570
2016,DL,10501
2016,AS,16011
2016,UA,1641
2016,NZ,1490
2016,SV,544
2016,LR,10288
2016,TA,20081
2016,DL,6680
2016,AA,18063
2016,AS,19932
2016,UA,12956
2016,DL,11826
2016,AS,5374
2016,SU,20450
2016,QF,23506
2016,DL,16908
2016,AA,16139
2016,UA,12587
2016,VA,19060
2016,LY,10095
2016,CI,38507
2016,CX,264
2016,BR,52625
2016,Y4,1070
2016,WS,8684
2016,13Q,12
2016,0WQ,3
2016,AC,29838
2016,AC,38907
2016,WS,27360
2016,OO,4506
2016,CP,15893
2016,LF,29
2016,AC,15613
2016,WS,15556
2016,AC,67394
2016,AA,11003
2016,WS,7150
2016,0WQ,4
2016,Y4,6065
2016,DL,1432
2016,AS,4401
2016,AS,1564
2016,LX,19192
2016,KV,68
2016,AC,91
2016,KV,73
2016,QK,5227
2016,ZW,485
2016,AX,7655
2016,NLQ,3
2016,9E,3741
2016,EV,2284
2016,G7,8576
2016,KV,25298
2016,AC,74805
2016,WS,45630
2016,AX,6256
2016,YX,6779
2016,KV,6423
2016,MQ,70
2016,KAH,12
2016,KAH,1
2016,KAH,2639
2016,KAH,17
2016,KAH,22
2016,KAH,2
2016,KAH,1
2016,KAH,5
2016,KAH,10
2016,09Q,103
2016,09Q,488
2016,AM,1084
2016,AA,2513
2016,AM,1
2016,KV,64
2016,AC,97
2016,ZX,5217
2016,WN,8435
2016,MT,1777
2016,AV,8320
2016,B6,8188
2016,DL,1358
2016,B6,12395
2016,DY,1930
2016,EI,7382
2016,EK,17048
2016,3M,211
2016,UP,825
2016,LH,19687
2016,Y4,4515
2016,VS,10236
2016,MT,15562
2016,DL,11896
2016,JJ,21589
2016,09Q,1886
2016,VJT,7
2016,DY,285
2016,BW,2248
2016,BA,27684
2016,VS,46401
2016,MT,5374
2016,DY,4758
2016,LP,7877
2016,B6,138
2016,VS,35962
2016,MT,21290
2016,WN,8574
2016,B6,8598
2016,AM,19530
2016,5D,4
2016,B6,8350
2016,Y4,9331
2016,3M,1564
2016,AM,151
2016,5D,613
2016,UP,13314
2016,B6,5420
2016,VJT,18
2016,DY,2265
2016,BW,3389
2016,CM,33337
2016,DL,148
2016,B6,5338
2016,B6,7813
2016,MT,9259
2016,AD,15163
2016,1ZQ,48
2016,WS,872
2016,AC,1724
2016,TS,4797
2016,RV,18681
2016,14Q,20
2016,WS,1144
2016,WS,1332
2016,TS,3243
2016,WS,19359
2016,WG,905
2016,RV,30187
2016,AM,142
2016,DL,298
2016,UA,252
2016,AA,249
2016,ZX,1687
2016,Y4,3435
2016,WN,19270
2016,Y4,2529
2016,Y4,8633
2016,WN,9789
2016,Y4,8465
2016,Y4,143
2016,SVW,3
2016,WN,9393
2016,PD,20634
2016,13Q,12
2016,Y4,4918
2016,AM,991
2016,27Q,3
2016,XP,94
2016,VW,1517
2016,DL,148
2016,OR,1655
2016,AA,8596
2016,WL,250
2016,PY,3089
2016,DL,125
2016,AA,17283
2016,AV,8027
2016,AA,7007
2016,AA,13893
2016,AA,7204
2016,JJ,2676
2016,AA,19285
2016,9V,11543
2016,AV,30527
2016,AA,16835
2016,UA,228
2016,4C,13399
2016,FC,5704
2016,VH,5704
2016,TB,3617
2016,AA,8968
2016,JJ,8533
2016,DL,135
2016,AA,13883
2016,AA,9024
2016,AA,16182
2016,WL,109
2016,S3,31970
2016,1BQ,109
2016,AF,20469
2016,AA,12902
2016,SE,8240
2016,AA,1834
2016,MQ,387
2016,LA,126
2016,AA,51278
2016,WL,1807
2016,4O,9129
2016,AV,8570
2016,AA,9052
2016,AA,1260
2016,MQ,582
2016,09Q,756
2016,EE,2085
2016,8I,909
2016,AA,9878
2016,AV,7439
2016,AA,16535
2016,WL,243
2016,7I,7950
2016,KX,917
2016,AA,1031
2016,YX,1974
2016,QR,14566
2016,AB,16065
2016,MQ,2447
2016,AR,32547
2016,AA,27846
2016,4M,12353
2016,AZ,13106
2016,XP,716
2016,YX,2351
2016,JJ,1783
2016,YX,7205
2016,LH,28386
2016,AA,15060
2016,KX,12510
2016,WL,253
2016,PY,2941
2016,EE,659
2016,YX,3622
2016,AA,13639
2016,JJ,12207
2016,AA,7621
2016,AA,33101
2016,JJ,39205
2016,TA,2530
2016,AA,25922
2016,AA,21541
2016,XL,213
2016,VJT,1
2016,AA,17690
2016,WL,705
2016,MQ,1117
2016,09Q,11551
2016,EE,13958
2016,8I,2829
2016,AY,6138
2016,AA,2297
2016,MQ,263
2016,09Q,1354
2016,EE,2217
2016,TK,15736
2016,TK,15736
2016,1ZQ,37
2016,AA,34676
2016,BA,42437
2016,VS,12741
2016,AA,32621
2016,AA,20164
2016,LP,30634
2016,TQQ,13426
2016,AA,8826
2016,XP,105
2016,TP,13340
2016,AA,4510
2016,YX,1675
2016,VJT,18
2016,IB,30495
2016,AA,15898
2016,UX,14118
2016,MT,5158
2016,AA,4830
2016,AA,4962
2016,DL,169
2016,AA,28096
2016,AV,8094
2016,AA,15504
2016,FC,5541
2016,VH,5541
2016,AM,25862
2016,AA,33615
2016,4O,20895
